,FileAddress,sequence name,img name,SpatRx,SpatRy,Slicethick,Goasting,SNR Chang,SNR Normal,Displacement factor (std of Mutual information)
0,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_081928_AE0617_20_6month_190408_1_1/17,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190408_081928_AE0617_20_6month_190408_1_1_1.png,0.1,0.1,0.5,False,27.885821957895736,14.773370272238932,0.025840312184641164
1,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181107_080641_AE0617_18_w10_181107_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181107_080641_AE0617_18_w10_181107_1_1_2.png,0.1,0.1,0.5,False,29.047666200304775,16.86193099907944,0.024710391436726035
2,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181030_105840_AE0617_27_w09_181030_1_1/13,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181030_105840_AE0617_27_w09_181030_1_1_3.png,0.1,0.1,0.5,False,27.57832199160594,17.051862735834817,0.14804304339450003
3,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_111220_AE0617_24_6month_190408_1_1/16,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190408_111220_AE0617_24_6month_190408_1_1_4.png,0.1,0.1,0.5,False,28.492070983226625,15.826715919576344,0.03836074239511711
4,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181105_081312_AE0617_118_w09_181105_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181105_081312_AE0617_118_w09_181105_1_1_5.png,0.1,0.1,0.5,False,28.765196492293562,15.240914104602783,0.035392156151662836
5,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_111403_AE0617_119_w07_181022_1_1/17,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181022_111403_AE0617_119_w07_181022_1_1_6.png,0.1,0.1,0.5,False,28.83638657142204,12.756698503629844,0.02986248631566679
6,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190409_105745_AE0617_125_6month_190409_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190409_105745_AE0617_125_6month_190409_1_1_7.png,0.1,0.1,0.5,False,27.77071951049416,15.625692726045058,0.08354866215333104
7,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/201800907_152058_AE0617_6_w00_170907_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_201800907_152058_AE0617_6_w00_170907_1_1_8.png,0.1,0.1,0.5,False,30.011050483416863,15.161459287474292,0.036770019024671065
8,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_140121_AE0617_121_w10_181112_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181112_140121_AE0617_121_w10_181112_1_1_9.png,0.1,0.1,0.5,False,29.079967384481908,17.108350958826435,0.025666298764953313
9,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_143935_AE0617_121_w07_181022_1_1/15,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181022_143935_AE0617_121_w07_181022_1_1_10.png,0.1,0.1,0.5,False,29.068558431947377,16.941965568713975,0.02414886702018196
