,FileAddress,sequence name,img name,SpatRx,SpatRy,Slicethick,Goasting,SNR Chang,SNR Normal
0,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_081928_AE0617_20_6month_190408_1_1/16,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190408_081928_AE0617_20_6month_190408_1_1_1.png,0.075,0.075,0.5,False,35.61956032830323,21.73051854763965
1,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_081928_AE0617_20_6month_190408_1_1/15,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190408_081928_AE0617_20_6month_190408_1_1_2.png,0.075,0.075,0.5,False,37.5877727526607,18.66670995010765
2,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181107_080641_AE0617_18_w10_181107_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181107_080641_AE0617_18_w10_181107_1_1_3.png,0.075,0.075,0.5,False,36.55896128462668,21.429611552899225
3,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181107_080641_AE0617_18_w10_181107_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181107_080641_AE0617_18_w10_181107_1_1_4.png,0.075,0.075,0.5,False,40.681343163874786,17.72430896961468
4,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181030_105840_AE0617_27_w09_181030_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181030_105840_AE0617_27_w09_181030_1_1_5.png,0.075,0.075,0.5,False,36.76621030788215,22.23020162744188
5,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181030_105840_AE0617_27_w09_181030_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181030_105840_AE0617_27_w09_181030_1_1_6.png,0.075,0.075,0.5,False,40.79026597529216,19.976123089118644
6,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_111220_AE0617_24_6month_190408_1_1/15,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190408_111220_AE0617_24_6month_190408_1_1_7.png,0.075,0.075,0.5,False,36.84718355975015,20.779465518861187
7,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_111220_AE0617_24_6month_190408_1_1/14,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190408_111220_AE0617_24_6month_190408_1_1_8.png,0.075,0.075,0.5,False,40.78457224962831,18.202075491754997
8,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181105_081312_AE0617_118_w09_181105_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181105_081312_AE0617_118_w09_181105_1_1_9.png,0.075,0.075,0.5,False,36.11837370801884,22.502248640319493
9,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181105_081312_AE0617_118_w09_181105_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181105_081312_AE0617_118_w09_181105_1_1_10.png,0.075,0.075,0.5,False,40.16687704131826,17.729409137548647
10,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_111403_AE0617_119_w07_181022_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181022_111403_AE0617_119_w07_181022_1_1_11.png,0.075,0.075,0.5,False,36.24411611990393,24.532604380876602
11,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_111403_AE0617_119_w07_181022_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181022_111403_AE0617_119_w07_181022_1_1_12.png,0.075,0.075,0.5,False,40.779897404087805,19.61520571056041
12,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190409_105745_AE0617_125_6month_190409_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190409_105745_AE0617_125_6month_190409_1_1_13.png,0.075,0.075,0.5,False,37.54778138791544,22.653777412987544
13,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190409_105745_AE0617_125_6month_190409_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20190409_105745_AE0617_125_6month_190409_1_1_14.png,0.075,0.075,0.5,False,39.37387593173303,16.490158606276125
14,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181024_141956_AE0617_21_w08_181024_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181024_141956_AE0617_21_w08_181024_1_1_15.png,0.075,0.075,0.5,False,35.749769604455565,23.465624944678986
15,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181024_141956_AE0617_21_w08_181024_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181024_141956_AE0617_21_w08_181024_1_1_16.png,0.075,0.075,0.5,False,41.028689477867715,19.484268272755788
16,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/201800907_152058_AE0617_6_w00_170907_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_201800907_152058_AE0617_6_w00_170907_1_1_17.png,0.075,0.075,0.5,False,34.76128639631257,22.76080282572355
17,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/201800907_152058_AE0617_6_w00_170907_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_201800907_152058_AE0617_6_w00_170907_1_1_18.png,0.075,0.075,0.5,False,40.41343682431335,18.694917513737778
18,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_140121_AE0617_121_w10_181112_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181112_140121_AE0617_121_w10_181112_1_1_19.png,0.075,0.075,0.5,False,36.60252468181773,23.367662818586247
19,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_140121_AE0617_121_w10_181112_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181112_140121_AE0617_121_w10_181112_1_1_20.png,0.075,0.075,0.5,False,40.56480189989965,18.913148635659418
20,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_143935_AE0617_121_w07_181022_1_1/16,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181022_143935_AE0617_121_w07_181022_1_1_21.png,0.075,0.075,0.5,False,40.17657610886291,18.70072870459129
21,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_143935_AE0617_121_w07_181022_1_1/14,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181022_143935_AE0617_121_w07_181022_1_1_22.png,0.075,0.075,0.5,False,36.3194330176849,23.687981847589533
22,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_082024_AE0617_118_w10_181112_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181112_082024_AE0617_118_w10_181112_1_1_23.png,0.075,0.075,0.5,False,35.6847543948427,22.675602964986652
23,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_082024_AE0617_118_w10_181112_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181112_082024_AE0617_118_w10_181112_1_1_24.png,0.075,0.075,0.5,False,39.77297060458397,17.96673718238579
24,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181017_110514_AE0617_27_w07_181017_1_1/11,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181017_110514_AE0617_27_w07_181017_1_1_25.png,0.075,0.075,0.5,False,36.477546694512974,25.296962250676515
25,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181017_110514_AE0617_27_w07_181017_1_1/10,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181017_110514_AE0617_27_w07_181017_1_1_26.png,0.075,0.075,0.5,False,40.401836254420985,19.590831221723167
26,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181024_112655_AE0617_27_w08_241018_1_1/24,<BRUKER:RARE><T2_TURBORARE_HIGHRES>,T2w_20181024_112655_AE0617_27_w08_241018_1_1_27.png,0.075,0.075,0.5,False,41.07178420531127,20.598961843954466
